device_name_in_vd,ip,day,batch,org,type,softwareVersion,ping-status,sync-status,serialNo,model,existing-packageName
EBU000063,192.168.28.174,1,25,branch,16.1-R2-S9 80561de 20190628,REACHABLE,OUT_OF_SYNC
EDM000014,192.168.28.167,1,25,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
ENC000040,192.168.28.153,1,26,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
ERF000007,192.168.28.121,1,26,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
ERF000037,100.110.8.92,1,26,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC
ERF000038,100.110.3.228,1,26,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
ERF000900,192.168.28.48,1,26,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
ESS000260,192.168.28.202,1,26,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
ESS00881,100.110.2.71,1,26,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC
FIN000105,100.110.8.19,1,26,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC
FIN000902,100.110.15.183,1,26,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC
FIN000904,100.110.10.84,1,27,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC
FLR000040,100.110.9.7,1,27,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
FLR000109,100.110.2.254,1,27,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
FMO000020,100.110.10.4,1,27,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC
FMO000021,100.110.10.46,1,27,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC
FMO000031,100.110.10.193,1,27,branch,16.1-R2-S9 80561de 20191106,UNREACHABLE,UNKNOWN
FMO000037,100.110.10.194,1,27,branch,16.1-R2-S9 80561de 20191106,UNREACHABLE,UNKNOWN
FMO000045,100.110.10.5,1,27,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC
FMO000100,100.110.15.187,1,27,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC
FRA000042,100.110.8.87,1,28,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC
FRA000276,100.110.3.60,1,28,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
FRA000312,100.110.8.130,1,28,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC
FRA000332,100.110.8.54,1,28,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC
FRA000553,100.110.2.157,1,28,branch,16.1-R2-S9 80561de 20190628,UNREACHABLE,UNKNOWN
FRA000594,192.168.28.9,1,28,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC
FRA000607,192.168.28.82,1,28,branch,16.1-R2-S2.2 d1653f6 20180508,UNREACHABLE,UNKNOWN
FRA000746,100.110.10.190,1,28,branch,16.1-R2-S9 80561de 20191106,UNREACHABLE,UNKNOWN
FRA000971,100.110.8.129,1,28,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC
FRA001053,100.110.10.206,1,29,branch,16.1-R2-S9 80561de 20191106,UNREACHABLE,UNKNOWN
FRA001329,100.110.2.119,1,29,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
FRA002302,100.110.2.237,1,29,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
